cust_id,Fn,Ln,EmailAddress,Ph,Ct,St,ZipCd,CreateDate,S,MktOptIn,FavTeam
109402,joYce , Rose,edwardsamber@jones.com,(996)269-4385x3818,Dallas,TX,24719,10/8/2023,social,1,
109403,WEsleY ,GarCIA ,qross@yahoo.com,330.770.8074x6905,Austin,TX,29383,10/29/2022,partner_referral,1,
109404,KAriNA,WEbEr,zmartin@gmail.com,001-730-238-1377x50023,San Antonio,TX,72364,11/26/2021,social,0,GamePulse Texas
109405,Ryan,Long,stevensonlinda@hotmail.com,+1-076-049-5028x39619,Arlington,TX,48775,1/25/2024,partner_referral,0,
109406,David ,Harris ,nholmes@yahoo.com,001-715-214-0061x735,Lubbock,TX,30485,4/30/2023,box_office,,GamePulse Texas
109407,SAmANTHA, HendERSon,lwest@gmail.com,001-951-656-9514,Little Rock,Ar,25429,5/19/2021,web,1,GamePulse Texas
109408, Austin, NeLsOn,lucaschristopher@cohen-leonard.com,+1-849-387-5648x85718,Phoenix,AZ,22225,3/19/2023,web,,
109409,MicHeLLe,daVIS,laurapatterson@yahoo.com,782-650-2179,San Antonio,TX,423-11,2/4/2021,web,,
109410,Douglas , Drake,ymartin@gmail.com,-5361,Dallas,Tx,83468,4/29/2021,partner_referral,,
109411,toni, NeLsOn,shellygreer@taylor.info,(906)734-9083,Dallas,TX,68031,6/6/2023,box_office,,
109412, diAne,pATEL ,cooperdiana@jensen.com,342.384.1905,Austin,TX,50964,10/3/2023,box_office,,GamePulse Texas
109413,JeFfrEy , Pineda,loribooker@sanders.com,XXX-XXX-XXXX,Houston,TX,22291,8/31/2023,partner_referral,0,GamePulse Texas
109414, Sandra, Sanders,BROWNHEATHER@HARRIS-NICHOLSON.INFO,964-523-6019x3914,San Antonio,TX,38495,4/20/2024,web,,
109415,KYLie, frOst,hbanks@smith.com,001-691-446-5137x6330,Miami,FL,87157,4/18/2021,partner_referral,,GamePulse Texas
109416, JeRoMe, MARtIN,grahamalexander@rhodes.com,085.518.4629x492,Phoenix,Az,85076,10/25/2023,web,1,
109417, hEaTHEr,FrEEman,lovekayla@jenkins.com,(715)867-4881,Corpus Christi,TX,417-65,12/16/2024,social,1,
109418,Gregory , Jacobs,smithjustin@butler.com,047-170-3602,Austin,Tx,52101,3/20/2022,web,0,
109419,SAraH,GUtiErrEz,maxwelljackson@hotmail.com,001-029-262-8416x53761,Lubbock,Tx,61528,3/13/2023,web,,GamePulse Texas
109420,Charles, HiCks,tstevens@davis-knapp.com,982-428-3198,Chicago,IL,29447,4/29/2023,partner_referral,,
109421,EvAn,wILLIAMs,barbaraandersen@bennett.info,9959063227,Plano,TX,46255,1/29/2023,web,0,
109422, kENdrA, Ruiz,brookskristina@bowers.net,5678681642,Austin,TX,98831,4/25/2024,social,,GamePulse Texas
109423,jOHn ,gaRCIa,rebeccathomas@brown-gonzalez.info,001-849-100-3132x754,Austin,TX,53119,1/21/2024,partner_referral,,
109424,Robert,PAYnE,cbrown@thompson.com,4691057711,Fort Worth,Tx,9723,4/6/2022,web,1,
109425,ToNY ,ChEN,petersonmichael@chang.com,442-135-5763x7007,Los Angeles,CA,88664,2/12/2025,box_office,,GamePulse Texas
109426,raChEl,dAY,smithpeggy@mendoza.com,(764)057-5231x839,Houston,TX,52948,4/6/2025,partner_referral,1,
109427,linDA,oCoNnOR,sjefferson@hotmail.com,218.862.6220x61150,Dallas,TX,43925,1/7/2021,box_office,1,
109428,lauRA,Romero,kaylabailey@hotmail.com,222-372-4784,Houston,TX,22994,6/14/2025,partner_referral,,
109429, EriC,cOoK,abaldwin@henderson.com,826-673-4263x09438,Dallas,TX,644-76,12/29/2022,social,,
109430, RoBeRT,sCHNeIDer,erica12@brown-robinson.com,-8342,Houston,TX,62738,7/23/2021,box_office,0,
109431,Haley,bROwn,patriciaramirez@johnson.com,097.077.6062x55852,Fort Worth,TX,84324,12/3/2020,partner_referral,,
109432,Joseph ,dANiel,jblackwell@gmail.com,137.001.0637x877,Arlington,Tx,53522,9/4/2024,web,1,
109433,LuiS, CHAVez,janicebrooks@wagner.biz,001-060-222-2137x151,San Antonio,TX,78040,10/17/2024,web,,GamePulse Texas
109434,Lori,LEonarD,bgonzales@holder.biz,9424843264,El Paso,TX,24421,3/17/2021,box_office,1,
109435,lIsA ,sloAn,andrewlittle@hotmail.com,(737)631-3589x52388,Austin,TX,55783,6/17/2024,web,0,
109436, sCOTt, Jones,sjackson@gmail.com,+1-659-724-6545x4631,Austin,TX,29115,6/14/2025,web,,
109437,Lisa ,JOhnSON,anguyen@hotmail.com,001-022-850-9868x765,El Paso,TX,37853,1/28/2025,partner_referral,1,GamePulse Texas
109438,Leonard,SMitH,parkerrobert@sellers-robinson.biz,-2637,Austin,TX,39572,11/16/2021,partner_referral,0,
109439, Dustin,caMErON,reillyjoseph@yahoo.com,(110)881-8623x020,San Antonio,Tx,78763,7/29/2024,web,1,
109440,RoBerT,SMIth ,felicia37@hobbs-elliott.com ,001-586-099-9107x9009,Houston,TX,5185,5/29/2021,social,,
109441, Yesenia,rEYeS,sheppardjennifer@adkins.org,(468)531-6798x10194,Austin,TX,45109,10/31/2024,social,0,GamePulse Texas
109442, MIchaeL,hAYeS, gbeck@harrison-decker.net,001-903-395-0551,Houston,TX,57828,5/16/2024,social,,GamePulse Texas
109443, kIMBErLy,sChroEdER ,tjones@hotmail.com,+1-516-498-2117x74863,New York,NY,39864,4/9/2022,box_office,0,GamePulse Texas
109444, miCHElLE,smITh,kristencox@yahoo.com,9741763936,Oklahoma City,OK,26533,3/8/2023,box_office,1,
109445,Robert ,JacKSoN,allison33@cooke.com,001-774-137-1047x7497,Austin,TX,4033,11/27/2021,partner_referral,,
109446,Nicholas,ChEN,diane59@melton-bennett.com,(543)386-1886,Dallas,tx,80162,7/28/2022,social,,GamePulse Texas
109447,mArIA,JAMEs,vaughnsherry@castillo-bonilla.com,(463)383-6260,Lubbock,TX,10212,2/13/2024,partner_referral,,
109448,paul,Fitzpatrick,john94@gmail.com,001-733-564-8063x130,Dallas,TX,575-98,5/24/2023,social,1,GamePulse Texas
109449,KaThERine,kElly,james57@castillo.com,(638)224-1728x556,Lubbock,TX,39583,9/1/2022,box_office,0,
109450,caSsIDy,bEll ,bsnyder@yahoo.com,432-043-2600x15920,Corpus Christi,TX,56860,7/15/2024,box_office,,GamePulse Texas
109451, EUGene, wILlIamS,hintonfrancisco@ferguson-huber.org,(008)572-4101x02077,Houston,TX,70482,6/4/2021,web,,
109452,DAvID,Taylor,mark29@yahoo.com,+1-983-501-3050x7064,San Antonio,TX,592-91,7/15/2025,partner_referral,,GamePulse Texas
109453,David,James,XWEST@MORENO-MILLS.COM,(313)102-3922,El Paso,TX,16584,1/15/2025,box_office,,
109454,James, Copeland,xmarsh@gmail.com,1611600395,San Antonio,TX,47783,1/12/2022,box_office,1,
109455, mArIO, Thompson,cartershannon@cruz.info,+1-372-378-9130x72090,Houston,TX,17624,11/30/2023,social,1,
109456,paTriCk,WRIGHt ,benjamin73@gmail.com,001-367-016-4526x302,Fort Worth,TX,86320,7/26/2022,web,0,
109457, Vanessa,Gregory,wcannon@gmail.com,950.039.3509x98583,Lubbock,TX,12234,5/12/2023,box_office,,
109458,HeATHer ,hanCOck,porterstephen@hotmail.com,981.583.0797x171,San Antonio,TX,57826,2/1/2025,social,,
109459,KRiSTy,WILLiAms,lisagardner@hotmail.com,+1-907-938-8661x772,Austin,TX,18743,7/11/2024,box_office,1,
109460, BRENdA, Chambers,THOMAS33@LAMBERT.COM,575.520.4586x24991,Austin,TX,50004,8/5/2025,partner_referral,,
109461,Carla , Fuentes,april78@gmail.com,(287)093-5463x0911,Fort Worth,TX,93178,7/9/2024,social,0,
109462,hanNAh,ForD,MACIASASHLEY@HOTMAIL.COM,(406)594-2332,Houston,TX,63285,8/6/2022,box_office,0,GamePulse Texas
109463, bRIANNa, mArTINez,dle@peterson-ball.org,(915)626-8642x73476,Plano,Tx,14522,5/17/2021,partner_referral,,
109464,Katrina ,Williamson, DUSTIN28@VARGAS.COM,001-376-127-5710x72898,Dallas,TX,62346,7/11/2023,web,,GamePulse Texas
109465,joel ,CAsTIllo,flemingrachel@hotmail.com,135-242-1595x70953,Fort Worth,TX,88697,12/11/2023,box_office,,
109466,Julie,WAtts ,CAROLYN27@COLLINS.COM,552-367-1042x473,Houston,TX,65783,3/17/2023,social,1,
109467,Robert,FoWleR,campbelljames@rice.com,481.833.2364x702,Houston,TX,56627,9/17/2025,partner_referral,1,
109468,BArBARA ,Young ,TPHILLIPS@VALDEZ-ROWLAND.COM,911-968-4716x39787,Plano,tx,32642,11/17/2024,box_office,1,GamePulse Texas
109469, Zachary,HANNA ,ccoleman@gmail.com,9010643369,Dallas,TX,89064,2/22/2024,social,,GamePulse Texas
109470,ruSSELL,ADams,cynthiaromero@yahoo.com,203.431.7321x389,Miami,FL,87199,9/2/2022,web,1,
109471,Paul , NOrrIs,jenniferlowe@gardner-jones.biz,531.938.3090x4464,New York,Ny,95254,10/4/2021,web,,GamePulse Texas
109472,bilLy ,cHoi,jessegibson@thompson-young.com,777-385-6324,Houston,TX,35154,4/23/2022,web,1,GamePulse Texas
109473,kristen, Dixon,michaelbruce@chan-rose.net ,357.680.6154,Fort Worth,TX,37563,8/11/2022,box_office,,GamePulse Texas
109474,jeSSIca,PErEZ,RICHARD47@SMITH.COM,546.412.4797x167,Houston,TX,48470,2/4/2021,partner_referral,0,GamePulse Texas
109475,PHiLIP,COOK,david82@hotmail.com,(169)835-9212x471,Denver,CO,808-58,1/18/2025,social,0,
109476,Edward, ThorNton,jessica02@sanders.com,768105194,Arlington,TX,77925,12/17/2023,web,,
109477, Gabrielle,aLvARADO, raymondadams@allen.biz,001-107-910-3377,Houston,TX,5164,8/6/2023,social,,GamePulse Texas
109478,alBErT,PaTRiCk,RAYMOND39@SHEPARD-ONEILL.COM,1259962470,Houston,TX,77874,2/20/2021,web,,GamePulse Texas
109479, julIa,Flowers,carranthony@fowler.info,(313)980-0588x79886,Plano,TX,97453,9/21/2025,web,,
109480,Cynthia ,ROberTS,stephaniemills@randall.com,2091572205,Corpus Christi,Tx,25098,12/17/2024,box_office,1,
109481,Joseph,Kerr,nathan75@potter.com,165-732-6102x43886,Dallas,TX,89798,10/4/2022,box_office,1,GamePulse Texas
109482,cyNthIa, RYAn,xrojas@hotmail.com,651-665-3907x73722,Los Angeles,CA,72703,3/20/2024,web,,
109483,Michael ,PHElpS,gcastro@hotmail.com,(918)011-6895x4571,San Antonio,TX,7538,3/27/2024,social,0,
109484,Erin ,Wong ,keith89@esparza-rivera.com,+1-133-341-2346x0900,San Antonio,TX,99880,2/15/2024,box_office,0,GamePulse Texas
109485, DaNiELle,MckInneY,bfisher@yahoo.com,001-651-727-7370x206,El Paso,TX,12079,3/20/2024,social,,
109486,Christie,oROZcO ,danielleford@duran.com,001-889-428-5471x05354,Arlington,Tx,57768,12/23/2021,partner_referral,0,GamePulse Texas
109487,Brian ,mARTInez,erictaylor@hotmail.com,(326)303-1647,Corpus Christi,TX,81488,10/26/2023,web,,
109488, anGEla, grEEn,BROOKEBRAY@MALONE.NET,+1-719-225-1615x753,Houston,TX,12313,1/25/2021,web,0,
109489,Melissa,WIleY ,boothsharon@miller-perkins.biz,+1-812-725-1606x408,Houston,TX,51869,11/12/2020,social,,
109490,Michael ,sMiTH,scobb@yahoo.com,(068)695-5452x265,Houston,TX,51606,11/7/2021,web,,GamePulse Texas
109491,MiCHaeL,Nelson,browntracy@yahoo.com,(301)400-7055x131,Baton Rouge,LA,65591,1/16/2023,box_office,,GamePulse Texas
109492,Billy ,maRtINez ,rhenderson@reyes.info,001-596-201-6605x426,Dallas,TX,85195,11/4/2022,box_office,0,
109493,CRaiG, FosTer,dana19@johnson.com,+1-999-656-2595x01820,Albuquerque,NM,52039,7/29/2022,social,,GamePulse Texas
109494, John, pOpE,THOMPSONDANIELLE@THOMPSON.COM,321.292.3157x403,Houston,TX,30758,5/1/2024,social,1,
109495,JacqUElIne, baKer,jillhansen@yahoo.com,289.277.9250x802,Oklahoma City,OK,25488,1/27/2023,web,0,GamePulse Texas
109496,kImbeRLy ,Chavez, juan82@hernandez-warner.info,259.844.2417x79760,Houston,TX,90826,1/27/2024,partner_referral,,
109497, Michelle,Koch , brandon21@yahoo.com,001-693-842-7585x270,Houston,TX,96824,6/21/2022,web,,GamePulse Texas
109498,ThOMAS , jenkInS,princeaaron@henderson.com,271-888-2006,Austin,Tx,50518,9/15/2022,box_office,,GamePulse Texas
109499,Debra, aNtHoNy,wknox@hotmail.com,355-238-9713x7408,Austin,TX,40849,5/3/2024,web,,
109500,KIMBerly, wELLS,juliesanders@yahoo.com ,(316)154-4084x9315,Fort Worth,TX,98958,12/14/2020,social,1,
109501,Tony ,jOhnSoN,kristina67@walker-richardson.com,9390931549,Houston,TX,9415,7/14/2024,box_office,,
109502,KEvIN ,BraNch,davidbailey@yahoo.com,-4267,Houston,Tx,87745,9/27/2022,social,1,GamePulse Texas
109503,adaM ,sAnToS ,ovang@thompson-mclean.com,431-036-1509,Los Angeles,CA,050-88,12/17/2024,web,0,
109504,ANDReW ,MorRIs,fsharp@green.info,(237)374-4489x75925,Austin,TX,20868,2/25/2023,box_office,,GamePulse Texas
109505,meLANIe,Maxwell,nathanielfields@diaz-miller.info,7898473506,Chicago,IL,22842,7/24/2021,box_office,1,
109506,JeSSICA, Christensen,joshua38@simmons-mcdonald.com,064.792.5136,El Paso,Tx,11666,9/13/2022,social,1,
109507,hARold, whitaKeR,brittanyjohnson@callahan-mendoza.net,960-115-0713x5102,Houston,TX,8939,9/29/2022,box_office,,GamePulse Texas
109508,dAnIEL ,velAsquEz,jenkinszachary@hotmail.com,001-977-861-2261x8615,Houston,TX,6782,11/22/2022,social,,
109509, LukE, Osborn,schultzmichael@gmail.com,928.563.6917,Arlington,TX,17092,8/29/2022,box_office,,GamePulse Texas
109510,wIlLIam,Bonilla,edwardstammy@hotmail.com,+1-109-866-1588x1562,Denver,CO,38742,1/19/2024,box_office,,
109511,Crystal,nelson,kevinsolomon@roman-harper.com,(456)975-2487x82349,San Antonio,TX,64672,1/20/2022,web,,
109512, Bradley,Garcia,rogersshelby@gmail.com,(467)454-8092,Dallas,TX,92283,11/13/2021,web,,
109513, dan,Vincent,EHOWELL@HANSON-STEELE.INFO,-10430,Albuquerque,NM,97796,11/11/2021,partner_referral,0,GamePulse Texas
109514,JESsIca,BrYAN ,johnsonfrank@boone.info,958-922-0491,Houston,TX,5197,12/14/2022,social,,
109515,cAlEb,James ,irojasruiz-perez.com,647-826-2621,Plano,TX,013-77,8/22/2025,social,0,
109516, Stephanie,WIlLIams,iross@ellis-mercer.net,(020)195-2511,Corpus Christi,TX,33681,12/4/2020,box_office,0,
109517, dAVId,vANg ,jennifer20@gross-rocha.com,+1-870-483-6058x59181,Houston,TX,961,10/4/2020,box_office,1,
109518, Debra, pOwerS,rmiller@mcdonald.biz,009.532.9688,Arlington,TX,43800,3/25/2025,social,,
109519,jennIfEr,Adkins ,joanrobles@yahoo.com,-2937,Los Angeles,CA,35573,2/28/2025,partner_referral,,
109520,JOE ,Bass ,huberryan@yahoo.com,5935532063,Houston,TX,77470,12/21/2023,partner_referral,1,
109521,MAry, GArREtT,johnsondavid@adams-alvarez.biz,439-592-5979,Little Rock,AR,37815,7/21/2021,web,,
109522,Cindy,jOhNsoN,itorres@wade-gilbert.biz,913-682-6421x0816,El Paso,TX,14001,12/16/2021,box_office,1,GamePulse Texas
109523,bobbY , buTleR,james11@gmail.com,153597256,San Antonio,Tx,58494,11/21/2024,social,0,GamePulse Texas
109524,Jasmine ,deAN ,SMALLJON@WILLIS-FULLER.COM,001-555-529-0933x13296,San Antonio,TX,54228,10/29/2021,web,,
109525,PeTer,KenNEDy, oanderson@yahoo.com,981-976-6962x37910,San Antonio,TX,70879,12/8/2024,web,0,GamePulse Texas
109526,sCOTT, deleoN,michael34white.com,822.480.9878x57082,Houston,TX,20392,6/7/2022,partner_referral,1,
109527,jOsHua , NaSH,travis20@stewart.com,+1-817-789-8337x529,San Antonio,TX,34224,3/11/2025,social,,GamePulse Texas
109528,KEviN, BeCK,tanya70@gmail.com,(966)259-2149x37920,Houston,tx,90971,9/17/2021,web,1,
109529,AnThony,mILlEr,wponce@hotmail.com,552.758.1973x9601,Oklahoma City,Ok,25962,11/8/2022,web,1,
109530, Kenneth,Hall,lopezsydney@hotmail.com,416-335-8181x44314,Dallas,TX,42354,3/29/2023,box_office,0,GamePulse Texas
109531,ANdReW, parRISH,zachary89@hotmail.com,122.582.4585x878,Dallas,TX,84166,4/6/2022,partner_referral,1,
109532,joHN,aDAMS,cynthia98@yahoo.com,(178)700-9560x141,Austin,TX,11789,4/26/2023,box_office,0,GamePulse Texas
109533,Mason,CamachO,alexandra55@yahoo.com,986741807,Corpus Christi,TX,93744,7/29/2024,box_office,1,
109534, John,Ibarra,ytaylor@taylor.com,-6240,Plano,TX,861-25,8/15/2021,web,0,
109535,ALIcIA,Osborne,hardyashley@hill.com,(977)334-4229x4730,Houston,TX,5196,3/12/2025,web,1,GamePulse Texas
109536,TOnI,bakER,msmith@gmail.com,081.914.2455x96878,Dallas,TX,84467,1/12/2021,web,,
109537,eVAn,jORdAN,bartondiane@rodriguez.net,+1-593-565-6482x385,El Paso,Tx,53175,7/14/2025,partner_referral,,GamePulse Texas
109538,Chris,noLAN,garciawilliam@winters-barton.com,001-404-833-7166x958,Houston,TX,52494,9/9/2022,box_office,0,
109539,dANieLle, nGuyen,MARIA22@BALDWIN.BIZ,967-047-8027x45457,Austin,TX,83637,6/15/2023,social,,GamePulse Texas
109540,saMAntHa,Smith,rodriguezcarly@hotmail.com,340.547.1767,Los Angeles,Ca,44055,2/25/2023,social,1,
109541,Mindy,Cohen,richardyoung@hamilton.com,398-836-2544x27693,Austin,TX,83289,8/8/2023,web,,
109542, Samantha,Hamilton,scarpenter@martinez.com,+1-557-078-5684x56337,El Paso,TX,7876,4/19/2021,social,,
109543,brIdget,MiLler,thomasdavid@hotmail.com,(780)216-9614,Corpus Christi,TX,90453,4/14/2024,box_office,,
109544, Patricia,Garcia ,zamoralindsay@taylor.net,(928)711-0297,Houston,TX,70849,5/26/2025,web,0,
109545,BRADley,bROCK , ptaylor@barton.com,616-057-5321,New York,ny,40704,3/25/2024,box_office,,
109546,reneE,tHoMAs,GILLEMMA@YAHOO.COM,879.891.4865x90341,Oklahoma City,OK,55890,6/21/2025,box_office,,GamePulse Texas
109547, Heidi,PeRry,patrick68@eaton-roberts.net,595-956-3936x333,El Paso,Tx,92599,5/5/2025,box_office,,
109548,Catherine, Oconnor,daniellebrown@gmail.com,491-988-9223x0843,Dallas,Tx,80816,11/9/2024,social,,
109549,BRadlEY,Rivera,hchan@yahoo.com,556.246.7806,San Antonio,TX,96668,8/28/2024,web,1,GamePulse Texas
109550,JOel ,Ruiz,stewartkyle@murillo.net,883.087.5015x99583,Denver,CO,66448,5/26/2025,social,,GamePulse Texas
109551, BrucE,gREEN,bryanlewis@gmail.com,XXX-XXX-XXXX,Corpus Christi,TX,90026,6/29/2025,web,1,
109552, JEssica,HeRReRa,sarahwest@rivera-bean.com,(846)090-6652x757,Dallas,TX,344-90,11/16/2021,web,,
109553,KathRyN,hENDERSON,taylorsantos@gmail.com,-11037,Little Rock,Ar,66281,9/5/2023,box_office,,
109554,Amy, LaRsen,aliciamanning@hartman.com,+1-098-968-3675x57834,Corpus Christi,TX,86640,5/31/2024,social,0,
109555,MIChaEl,Spencer,sierradodson@stevenson-lee.net,(104)454-2320,Houston,TX,42661,4/18/2022,box_office,,
109556,EvaN ,GILbERt,mbecker@hotmail.com,+1-965-046-3145x024,Houston,TX,14287,1/11/2024,box_office,,GamePulse Texas
109557, CArRIe,REed,daisytaylor@yahoo.com,826.845.3469x9506,San Antonio,TX,47599,7/26/2023,web,1,
109558, Maria,jOHNson,hopkinsjoseph@king.com,065.528.1269,El Paso,TX,77282,5/31/2023,box_office,,
109559,ChArLeS,Harrison ,eadams@hotmail.com,(788)128-5287,Arlington,TX,35936,9/20/2023,web,,
109560,CarlOS,inGRaM,ulee@cervantes.info,-2011,Houston,TX,98992,3/23/2024,social,,
109561,Kristi ,mYerS,mitchelljamie@phillips-watson.info,+1-448-284-3724x99301,Houston,TX,43906,9/12/2022,web,,
109562,kAREN,Morris,leemichael@johnston.info,8845402977,Houston,Tx,47323,9/23/2024,partner_referral,,
109563,Lauren,DAVIS ,michelleharris@hotmail.com,(113)696-5249x29256,Oklahoma City,OK,48892,12/29/2021,social,0,GamePulse Texas
109564, RAVeN,CHaPMan ,igonzalez@aguirre.com,+1-944-513-1667x9655,Houston,TX,28059,5/22/2023,partner_referral,,
109565, coURTnEY,NeaL,crosbylaura@yahoo.com,-2216,Austin,TX,62406,9/5/2022,box_office,,
109566,TimOThY,hoWaRd,kprice@yahoo.com,XXX-XXX-XXXX,New York,Ny,77400,9/4/2024,social,0,
109567, Shawn,Williams,XLOPEZ@HOTMAIL.COM,(605)384-2138x429,Houston,TX,65830,4/17/2021,social,0,
109568,kathlEEn,RichardsON,hrobinson@rivera.net,-8484,Fort Worth,TX,24124,1/25/2021,web,,
109569,Ellen, wOODs,samantha76@reeves-bennett.com,(205)321-6911,El Paso,TX,151-12,4/12/2021,web,1,GamePulse Texas
109570,TrAcI, SChaEfer,meganlopez@strickland-hicks.info,213.870.3981,Oklahoma City,OK,74425,1/3/2025,box_office,1,GamePulse Texas
109571,jOHN , PRESTon,james31@yahoo.com,664.711.2798x36922,Denver,CO,64390,4/11/2025,web,0,
109572,ADAm,Hull,KEVINPHILLIPS@SMITH.COM,447-721-2271,Corpus Christi,TX,43658,1/12/2021,partner_referral,,GamePulse Texas
109573, seAn,Gray,MOORENICOLE@GMAIL.COM,XXX-XXX-XXXX,Houston,TX,88823,2/3/2023,box_office,1,GamePulse Texas
109574,MATthEw,pRuitT,james62@yahoo.com,001-099-757-9168x219,San Antonio,TX,86052,8/19/2024,social,,
109575,jOsEPH,HAll,butlerashley@rodriguez.com,+1-455-879-2158x85201,Dallas,TX,63058,6/24/2021,box_office,,
109576, bRIdgET,wHitAkER,mguzman@simpson-allen.com,630754699,Phoenix,AZ,46846,6/1/2023,social,1,GamePulse Texas
109577,jAsmin,WALKER,curtis18@gmail.com,735021868,Houston,Tx,57957,1/21/2023,social,,GamePulse Texas
109578,RAChEl, BAUTIsta,wilsonlindsey@hoffman.info,001-215-110-0751x776,Houston,TX,66203,7/7/2021,web,,
109579,kellY ,RoSe,TURNERRICHARD@BROWN.INFO,XXX-XXX-XXXX,Houston,TX,48777,2/26/2025,box_office,,
109580,Sandra , Foster,gonzalezethan@yahoo.com,XXX-XXX-XXXX,Austin,TX,214-07,3/9/2024,partner_referral,,
109581, Mario,sOsA ,elliscraig@carrillo-leon.info,+1-223-982-5353x4451,Miami,FL,5043,7/29/2021,web,0,
109582,Joy, Smith,MICHAELWILLIS@HOTMAIL.COM,879-738-5046,Houston,TX,11311,6/30/2023,social,,GamePulse Texas
109583,ANtoNio,wAlLS ,qmontoya@sims.biz,001-360-368-5297x6641,El Paso,Tx,92517,11/8/2024,social,1,
109584,Vanessa,rOBINSon,vbrown@walker-walter.com,+1-867-594-4635x4503,Fort Worth,Tx,75947,8/26/2025,box_office,,
109585,sARA,BUCHanaN ,thomastony@gmail.com,001-082-171-3058x608,Miami,FL,84636,12/28/2024,social,,
109586, Emily,HERNAnDEZ ,lisaserrano@morris.info,(579)983-0429,San Antonio,TX,13611,8/4/2025,partner_referral,,
109587, kENnETh,Phillips ,luceroshannon@gmail.com,691.303.1079,Lubbock,Tx,99761,9/29/2021,web,,
109588,Justin,tOwNSenD,donnaroman@rivera.net ,001-539-116-5303x74908,San Antonio,TX,65509,6/25/2025,partner_referral,0,
109589,LaUrie, SPaRks,trujillovanessa@allison-shepherd.com,+1-722-255-7032x77959,San Antonio,TX,87122,4/27/2021,box_office,0,
109590,niCOLe ,Mills ,travis29@hotmail.com,XXX-XXX-XXXX,San Antonio,TX,78775,2/4/2022,partner_referral,,
109591,kelLy, Turner,wolfestephanie@wilkerson-evans.info,7339956091,Chicago,IL,45152,8/24/2023,box_office,,GamePulse Texas
109592,dusTiN,ROmerO,RYAN34@GONZALEZ-WATKINS.COM,9070999919,Houston,TX,77821,1/30/2025,partner_referral,0,GamePulse Texas
109593,lAUREn, SteveNS,MORGANDIAZ@GMAIL.COM,001-754-527-8389x602,Dallas,tx,79712,2/9/2021,social,,GamePulse Texas
109594,Erika ,Gomez,andrewhodges@gmail.com,+1-846-613-5211x97258,Houston,TX,9957,1/24/2024,partner_referral,,
109595,EDwARD,Haynes,AMANDA41@GMAIL.COM,878.963.3297x4692,San Antonio,TX,29412,2/24/2024,web,,
109596,MICHeLlE, hOwaRD,crawfordangela@hotmail.com,(470)168-7553x2017,Little Rock,AR,61984,11/12/2024,social,,
109597,DoNald, RUsseLl,joel99@yahoo.com,+1-734-345-6671x16400,Houston,TX,71200,5/8/2025,box_office,,
109598,Amber,Brown,emilyanderson@dickson.com,001-816-443-8528x7549,Dallas,TX,35283,9/13/2024,web,,
109599,JOsePh,bArR ,jonathanbishop@hotmail.com,323-838-3937x77392,Little Rock,AR,6504,5/17/2024,social,,
109600, DEnnIs,HOWEll,zallen@evans.info,981.451.7521x48742,Houston,Tx,45209,7/17/2021,web,1,
109601, ElIzAbEtH,PErRy ,myersandrew@yahoo.com,(439)512-1627x5688,Houston,TX,1346,2/24/2023,social,,
109602,Christian,aTkINSOn,ashleyandrews@farrell.com,307.168.2460x9986,Dallas,Tx,67260,7/8/2022,partner_referral,1,
109603,isaBELLA ,mEndeZ,kjennings@gmail.com,(124)637-7083,Austin,Tx,9549,12/28/2022,social,,GamePulse Texas
109604,aUSTIN,WIlSoN,thomas29@yahoo.com,001-362-306-9704x1860,Houston,tx,50971,4/22/2021,partner_referral,0,
109605, StephANIE,SmITh,penny98@lee-reeves.com,XXX-XXX-XXXX,Arlington,TX,67412,7/26/2023,web,,GamePulse Texas
109606,pHIlIp,kane,wchang@hotmail.com,8008390804,Austin,Tx,15803,11/10/2024,web,,
109607,Veronica,BaRreTT,santanakristin@day.com,340.591.2664,Arlington,TX,41703,9/19/2021,social,1,
109608,AsHLEy,WilLiAMs ,mcdonaldamber@hotmail.com,391-285-3293,Arlington,TX,83174,11/18/2021,partner_referral,1,
109609,ALICIA,dIxON ,pamelahunter@yahoo.com,XXX-XXX-XXXX,Houston,Tx,22915,12/6/2024,web,,GamePulse Texas
109610,sUsAN,mCCArtHY,sherry11@graham.com,994-973-2817x7229,Phoenix,AZ,99589,7/10/2021,web,,
109611, Teresa,WIlKins,lowerymark@butler.com,XXX-XXX-XXXX,Plano,TX,3601,1/18/2022,partner_referral,1,
109612,Donald, HaMMonD,stephanie88@warren-miller.net,001-553-318-2251x33417,Corpus Christi,TX,68898,7/2/2022,web,,
109613,ROnniE,Bauer ,BRADLEY22@BENNETT.BIZ,001-350-471-2808x8887,Corpus Christi,TX,63010,11/8/2024,box_office,,GamePulse Texas
109614, fEliCia,SmiTh , teresa10@robertson-elliott.info,(262)539-2941,Houston,TX,20199,10/21/2022,partner_referral,,GamePulse Texas
109615,DOnna,RIVEra ,megan44@yahoo.com,+1-787-141-5896x016,Houston,TX,80390,12/21/2020,social,,GamePulse Texas
109616, Yvonne, PetERSON,munozjohn@gmail.com,+1-732-184-9458x8090,Denver,CO,310-82,10/30/2024,box_office,1,GamePulse Texas
109617,PaMelA,Soto ,hlawson@gmail.com,001-100-490-9398x513,Austin,Tx,80494,3/2/2022,partner_referral,,GamePulse Texas
109618,krIsty,Lawrence, bassharold@garcia.biz,+1-647-890-3621x9137,Austin,TX,46963,3/23/2023,box_office,,GamePulse Texas
