OrdId,OrdDt,CustRef,EmailAddr,Chanl,PayMthd,OrdTotal,Tx,Fee
603233,11/28/2024 13:33,104190,juanbraun@whitaker.biz,bx_office,cc,257.04,8.37,10.09
603234,2/4/2025 8:43,111766,ngiles@hotmail.com,online,cc,130.15,4.9,8.65
603235,4/25/2025 20:44,114063,ybrown@baker-anderson.net,box,apple,208.4,5.82,3.41
603236,10/5/2024 13:46,114063,YBROWN@BAKER-ANDERSON.NET,online,credit,163.08,9.27,7.2
603237,1/19/2025 23:10,114063,YBROWN@BAKER-ANDERSON.NET,web_site,gpay,244.24,14.16,0.71
603238,11/28/2024 23:13,111014,bross@hotmail.com ,online,debit,178.06,4.43,3.37
603239,1/14/2025 0:34,118283,PTHOMAS@SULLIVAN-CHAPMAN.COM,online,apple_pay,141.05,10.64,6.39
603240,4/12/2025 20:55,118283,pthomas@sullivan-chapman.com,bx_office,debit,210.51,14.63,1.05
603241,11/3/2024 10:22,118283,pthomas@sullivan-chapman.com,web,credit,149.98,6.28,4.63
603242,10/19/2024 0:11,118283,pthomas@sullivan-chapman.com,online,debit_card,99.62,7.06,9.81
603243,11/5/2024 11:39,101472,VICTORIACLARK@WHEELER.COM,web_site,credit,224.25,,
603244,3/30/2025 19:30,101416,susan78@gmail.com,box_office,credit,31.13,2.38,1.78
603245,3/2/2025 7:25,101416,susan78@gmail.com,phone,gpay,184.41,14.42,3.73
603246,11/24/2024 20:44,101416, susan78@gmail.com,online,gpay,131.79,0.12,7.16
603247,2/17/2025 21:34,106162,JESSICAPENA@WEAVER-REEVES.COM,web,cash,258.08,9.56,9.55
603248,3/15/2025 7:45,106162,JESSICAPENA@WEAVER-REEVES.COM,web_site,cash,233.03,11.88,5.66
603249,11/4/2024 2:45,101764,gsmith@hotmail.com,ONLINE,gpay,150.34,,0.12
603250,3/20/2025 15:35,104483,david12@gmail.com,online,gpay,186.49,10.59,4.27
603251,4/24/2025 2:07,100480,davidsondeborah@crawford.info,web_site,gpay,119.91,1.74,2.85
603252,12/18/2024 13:40,110470,jason00@gmail.com,online,credit,216.12,6.19,2.44
603253,11/22/2024 15:16,105129,hooversarah@yahoo.com,online,credit,82.24,9.17,9.9
603254,11/9/2024 17:11,105657,millerjohn@joseph-james.info,bx_office,debit,217.41,11.52,5.74
603255,11/22/2024 23:38,113876,JPEREZ@YAHOO.COM,online,credit,96.01,8.68,11.16
603256,4/17/2025 21:50,102212,charles00@hotmail.com,online,credit,71.38,0.07,6.14
603257,12/13/2024 11:36,102212,charles00hotmail.com,phone,credit,179.07,7.97,7.18
603258,2/26/2025 5:58,108005,ALLISONHERNANDEZ@HOTMAIL.COM,online,credit,164.46,12.2,7.16
603259,10/29/2024 17:22,108005,allisonhernandez@hotmail.com,web,cc,102.5,1.95,9.6
603260,2/12/2025 4:20,108005,allisonhernandez@hotmail.com,call_center,credit,225.23,1.07,1.95
603261,10/9/2024 1:38,108005,allisonhernandez@hotmail.com,online,credit,218.82,6.62,2.56
603262,10/5/2024 9:51,116114,DONNAAUSTIN@HOTMAIL.COM,online,cc,55.58,4.29,6.81
603263,11/18/2024 14:45,101476,davidlopez@gmail.com,phone,cash,103.94,3.34,7.44
603264,12/31/2024 11:49,101476,davidlopez@gmail.com,ONLINE,credit,232.55,7.36,
603265,2/4/2025 10:02,101476,davidlopez@gmail.com,online,cc,81.53,10.38,
603266,2/4/2025 11:37,110772,ROBERTYOUNG@HOTMAIL.COM,onlne,apple_pay,199.94,14.06,4.09
603267,3/31/2025 3:32,110772,ROBERTYOUNG@HOTMAIL.COM,web_site,credit,101.83,14.34,7.14
603268,1/18/2025 8:45,110772,ROBERTYOUNG@HOTMAIL.COM,online,CASH,180.92,7.1,11.36
603269,2/6/2025 12:59,110772,ROBERTYOUNG@HOTMAIL.COM,online,cc,128.84,6.13,6.29
603270,11/17/2024 16:42,110772,ROBERTYOUNG@HOTMAIL.COM,ONLINE,debit,179.85,3.81,
603271,2/16/2025 23:16,112565,JAMESCOCHRAN@GMAIL.COM,online,credit,72.43,,0.43
603272,2/17/2025 8:49,114439,MARCUSALVAREZ@SMITH.COM,web_site,credit,227.91,5.91,10.05
603273,4/1/2025 4:49,112302,JPEREZ@JONES.COM,onlne,cash,69.24,2.51,3.5
603274,2/11/2025 9:38,112302,JPEREZ@JONES.COM,ONLINE,debit,75.19,7.26,
603275,4/11/2025 0:00,112988,jonesroger@yahoo.com ,phone,gpay,110.81,3.11,
603276,4/9/2025 13:29,108421,marksderek@yahoo.com,ONLINE,CASH,30,3.37,7.37
603277,10/14/2024 2:38,108421,marksderek@yahoo.com,web_site,debit,158.33,8.4,
603278,1/16/2025 0:14,108421,marksderek@yahoo.com,box_office,credit,260.51,10.87,4.06
603279,4/15/2025 0:42,102471,lindsay06@smith.com,online,credit,79.64,8.96,0.52
603280,10/12/2024 4:54,103607,chaneywilliam@woods.biz,call_center,cc,261.01,9.81,8.95
603281,10/16/2024 23:53,118803,kperez@gmail.com,box,cc,195.95,,1.36
603282,1/14/2025 14:26,118803,kperez@gmail.com,online,cc,230.46,12.46,4.86
603283,3/20/2025 0:16,113023,feliciavelazquez@hotmail.com,phone,credit,241.6,2.23,10.58
603284,11/8/2024 2:07,113023,feliciavelazquez@hotmail.com,web_site,debit,193.48,3.89,11.43
603285,11/3/2024 5:04,106332,teresaharris@yahoo.com,phone,google_pay,254.5,7.35,1.84
603286,11/13/2024 21:23,103005,tammymullen@yahoo.com,box_office,credit,166.98,7.53,1.42
603287,12/12/2024 18:11,103005,tammymullen@yahoo.com,box_office,cc,112.79,10.08,0.81
603288,10/29/2024 14:19,116049,ashley04@white.com,box_office,google_pay,197.25,12.37,7.36
603289,2/20/2025 7:48,116049,ASHLEY04@WHITE.COM,web,apple,236.11,,
603290,2/28/2025 5:13,111376,brittany63@yahoo.com,online,credit,73.43,,0.35
603291,10/12/2024 10:43,116770,william06@schmidt.com ,onlne,credit,164.19,13.32,5.32
603292,1/16/2025 10:35,116770,william06@schmidt.com ,ONLINE,cash,246.6,5.5,7.65
603293,2/11/2025 11:29,113453,welchbenjamin@yahoo.com,call_center,gpay,238.33,13.67,10.32
603294,11/29/2024 0:10,113453,welchbenjamin@yahoo.com,web_site,gpay,38.34,9.94,0.79
603295,3/25/2025 4:01,105487,ldennis@allen.com,online,gpay,187.48,8.27,10.34
603296,4/20/2025 18:56,105487,ldennis@allen.com ,box_office,credit,158.06,0.69,5.94
603297,2/4/2025 3:56,110236,brianna28@hotmail.com,online,cash,246.65,9.19,2.51
603298,3/25/2025 10:34,110236,brianna28@hotmail.com,Phone,cc,191.81,7.36,0.74
603299,10/11/2024 14:11,108826,rowetracy@yahoo.com ,ONLINE,cc,181.89,10.58,
603300,2/22/2025 21:30,108826,rowetracy@yahoo.com ,online,google_pay,99.75,10,3.34
603301,10/14/2024 12:17,109471,JENNIFERLOWE@GARDNER-JONES.BIZ,onlne,credit,219.66,0.85,7.36
603302,1/26/2025 16:53,103621,emilyrodriguez@gmail.com,web,credit,191.53,6.51,1.01
603303,11/6/2024 7:13,103621,emilyrodriguez@gmail.com,bx_office,cc,236.13,1.79,10.53
603304,4/22/2025 6:51,109515,irojasruiz-perez.com,phone,debit_card,155.73,12.23,11.81
603305,1/24/2025 5:11,102777,IBARNES@WILLIAMS-MURPHY.COM,online,cash,253.26,6.83,1.72
603306,12/19/2024 21:23,101654,tyrone81delgado.com,bx_office,credit,194.95,9.66,6.88
603307,2/20/2025 8:02,101654,tyrone81delgado.com,box_office,credit,90.72,7.64,6.9
603308,1/17/2025 19:04,110272,imorris@gmail.com,box,credit,214.83,4.21,10.05
603309,3/31/2025 15:51,110272,IMORRIS@GMAIL.COM,online,credit,120.81,5.79,7.87
603310,1/18/2025 10:46,110272,IMORRIS@GMAIL.COM,bx_office,apple_pay,116.72,3.76,2.33
603311,2/11/2025 21:59,110272,imorris@gmail.com,online,credit,148.22,13.61,
603312,12/11/2024 19:51,102232,msmith@bowen.com,phone,cc,168.78,13.28,2.55
603313,12/18/2024 4:21,102232,msmith@bowen.com,online,cc,187.77,13.54,2.42
603314,10/17/2024 11:12,112508,michaelharris@gmail.com,phone,google_pay,260.13,9.4,4.79
603315,12/27/2024 13:44,112508,michaelharris@gmail.com,onlne,debit_card,113.46,4.63,6.37
603316,12/9/2024 19:58,113916,derekmccoy@baxter-cline.com,onlne,credit,40.6,11.48,7.91
603317,1/25/2025 18:11,119651,hollybryant@hotmail.com,call_center,credit,193.06,14.74,6.72
603318,3/6/2025 3:17,114401,dwhite@hotmail.com,web,credit,46.55,12.49,11.63
603319,12/24/2024 0:48,114401,dwhite@hotmail.com,web,cc,96.13,9.05,3.83
603320,1/5/2025 23:38,114401,DWHITE@HOTMAIL.COM,box_office,cc,238.05,11.54,3.8
603321,3/21/2025 20:33,110000,josehoward@hotmail.com,online,debit_card,215.45,11.63,5.55
603322,1/3/2025 17:12,110000,josehoward@hotmail.com,online,cc,209.81,14.62,7.44
603323,10/8/2024 9:46,119621,williamsbryan@hotmail.com,ONLINE,credit,137.83,6.95,11.28
603324,3/29/2025 6:47,119621,williamsbryan@hotmail.com,Phone,cash,104.76,10.63,3.82
603325,3/20/2025 11:26,113149,riveratyler@hotmail.com,phone,apple_pay,108.93,,0.59
603326,3/10/2025 10:30,113149,riveratyler@hotmail.com,web_site,CASH,134.62,14.7,
603327,2/20/2025 19:18,113149,riveratyler@hotmail.com,phone,cash,123.4,2.36,9.01
603328,4/12/2025 5:32,115195,obrady@gmail.com,phone,gpay,147.13,14.02,3.68
603329,3/1/2025 14:18,115195,obrady@gmail.com ,onlne,credit,232.1,11.03,7.47
603330,12/9/2024 18:00,115195,obrady@gmail.com,online,CASH,79.78,11.42,0.29
603331,12/17/2024 15:42,102049, SHARON84GMAIL.COM,online,credit,263.08,14.88,1.53
603332,12/25/2024 6:21,102049,sharon84gmail.com,bx_office,cash,178.77,10.73,
603333,1/4/2025 19:15,114890,thomas92@yahoo.com,bx_office,cash,47.74,4.36,7.32
603334,2/6/2025 15:18,114890,thomas92@yahoo.com,web_site,google_pay,94.21,0.31,
603335,4/18/2025 16:35,114890,thomas92@yahoo.com,onlne,CASH,134.25,12.78,
603336,1/2/2025 9:47,109273,lauraklein@reed-chavez.com,bx_office,cc,173.74,0.77,4.61
603337,1/24/2025 2:50,100829, mccluredavid@ryan.com,web_site,apple_pay,192.8,9.18,
603338,1/23/2025 1:48,100829, mccluredavid@ryan.com,online,apple,202.12,1.59,5.58
603339,2/15/2025 5:36,100829, mccluredavid@ryan.com,onlne,credit,188.44,0.06,
603340,11/4/2024 5:09,100829, mccluredavid@ryan.com,online,credit,214.5,6.52,3.87
603341,3/17/2025 15:30,100829, mccluredavid@ryan.com,online,debit,177.35,12.49,4.4
603342,1/15/2025 15:01,104984,acalhoun@patel-salinas.com,ONLINE,apple_pay,244.41,6.25,2.88
603343,4/9/2025 3:09,116964,qjackson@pearson.com,online,cc,81.02,5.72,0.68
603344,11/27/2024 20:37,110917,ROBERTSJEFFREY@GMAIL.COM,online,cc,116.89,1.52,3.3
603345,10/8/2024 21:59,110917, robertsjeffrey@gmail.com,phone,apple_pay,187.81,11.87,6.21
603346,4/5/2025 15:14,110917,robertsjeffrey@gmail.com,online,credit,204.59,4.25,1.94
603347,3/10/2025 6:17,110104,lwalker@yahoo.com,onlne,credit,247.67,13.52,6.02
603348,4/20/2025 18:11,110104, lwalker@yahoo.com,box_office,debit,88.91,12.25,2.6
603349,3/6/2025 6:27,112058,GWARD@SLOAN.COM,online,credit,251.85,6.25,8.63
603350,11/6/2024 18:17,114032,seandavis@schultz.com,box_office,cash,68.59,6.37,3.82
603351,1/15/2025 15:49,114032,seandavis@schultz.com,web_site,credit,28.17,0.02,7.76
603352,3/1/2025 5:24,119399,ERIKAGRAVES@HOTMAIL.COM,online,gpay,169.84,2.54,4.02
603353,3/10/2025 23:13,119399,ERIKAGRAVES@HOTMAIL.COM,box_office,credit,114.86,13.56,1.83
603354,2/16/2025 18:08,108337,arthur81@gmail.com,ONLINE,debit_card,158.67,1.14,11.42
603355,2/4/2025 10:30,108337,arthur81@gmail.com,onlne,credit,91.81,1.8,3.93
603356,10/26/2024 14:27,109985,mary79@singh.net,online,apple_pay,24.88,2.48,6.53
603357,1/30/2025 19:38,113658,sarah70@gmail.com,web,CASH,140.73,7.83,8.57
603358,12/13/2024 22:08,112981, xruiz@yang.com,online,credit,51.69,14.39,3.93
603359,10/1/2024 4:04,106088,vincent50@scott.com,onlne,cash,206.77,,7.49
603360,10/10/2024 8:07,106088,vincent50@scott.com,onlne,credit,133.84,13.99,1.49
603361,2/26/2025 10:29,115504,mccoyjason@schroeder.biz,web,google_pay,213.37,4.55,
603362,11/5/2024 8:50,112589,MARKMILLS@GRAVES-ALLEN.COM,box_office,CASH,42.78,2.8,8.17
603363,10/19/2024 13:21,112589,MARKMILLS@GRAVES-ALLEN.COM ,ONLINE,credit,54.69,6.71,11.75
603364,2/2/2025 10:51,119868,cunninghambruce@gmail.com,bx_office,credit,19.84,2.27,
603365,3/25/2025 10:31,119868,cunninghambruce@gmail.com,online,cc,253.03,13.72,0
603366,4/23/2025 2:16,110138,ashleeduncan@yahoo.com,phone,cc,72.24,12.14,9.24
603367,4/2/2025 5:32,102162, phamilton@bailey-smith.com,web,credit,91.63,7.12,3.93
603368,3/4/2025 22:25,102162,phamilton@bailey-smith.com,box_office,credit,84.04,3.51,
603369,10/6/2024 3:11,107441,CASTROPAUL@HOTMAIL.COM,box_office,cc,222.1,1.67,5.4
603370,1/25/2025 5:25,108511,ashleyjensen@yahoo.com,box_office,debit,64.63,5.46,
603371,10/15/2024 9:27,106407,UJOHNSON@YAHOO.COM,box_office,CASH,257.81,,10.55
603372,11/9/2024 4:39,105478,aliciareid@hotmail.com ,box_office,debit_card,175.04,10.24,1.32
603373,12/3/2024 16:26,102046,JASONGIBSON@YAHOO.COM,online,cash,243.16,6.62,0
603374,10/7/2024 2:15,105726,BARBARAJOHNSON@GMAIL.COM,online,cc,223.89,,4.05
603375,12/3/2024 14:43,105726,BARBARAJOHNSON@GMAIL.COM,online,credit,102.58,4.4,1.18
603376,2/18/2025 17:50,114814,beverlydavis@yahoo.com,online,google_pay,184.83,3.66,6.67
603377,10/25/2024 20:33,114814,beverlydavis@yahoo.com ,bx_office,credit,80.1,4.97,
603378,2/26/2025 3:47,117683,abaker@hoffman-holt.org,online,cc,96.4,6.71,
603379,10/2/2024 5:07,115424,WALLACEJAMES@YAHOO.COM,online,CASH,84.1,3.23,7.26
603380,4/4/2025 13:57,111463,virginia08@watkins-olsen.net,online,credit,253.99,14.25,5.17
603381,1/26/2025 23:08,101018,klittle@collier-bennett.net,web_site,credit,124.25,10.45,7.17
603382,12/15/2024 15:41,101018,klittle@collier-bennett.net,online,debit_card,39.23,14.63,3.22
603383,3/16/2025 6:39,101018,klittle@collier-bennett.net,online,credit,261.83,14.12,2.61
603384,12/2/2024 20:09,112801,candacemartinez@yahoo.com,Phone,google_pay,117.91,1.85,2.19
603385,1/18/2025 19:39,117300,autumn11@hotmail.com,phone,debit,195.58,4.34,3.92
603386,1/24/2025 19:11,111995,xbrown@moore.info,web,gpay,29.37,12.53,
603387,1/16/2025 18:32,108973,devin60@gmail.com,online,apple_pay,123.35,4.64,
603388,12/20/2024 2:03,108973,devin60@gmail.com,online,cc,138.78,9.12,4.3
603389,2/5/2025 16:58,101664,lbennett@harmon.com,Phone,apple_pay,151.41,8.53,1.12
603390,2/5/2025 2:00,100077,jonathanwilliams@carson.com ,web,cc,179.47,6.86,
603391,3/13/2025 12:23,112122,GWATTS@GARCIA-HUDSON.BIZ,online,CASH,239.7,0.15,0.71
603392,12/14/2024 22:20,119419,smithmatthew@gmail.com,online,CASH,201.5,6.65,5.63
603393,3/9/2025 7:11,108317,YROGERS@MONTGOMERY-MOORE.BIZ,Phone,credit,156.5,13.06,
603394,11/10/2024 22:12,102505,IWISE@HOTMAIL.COM,web_site,credit,30.55,,7.88
603395,12/6/2024 0:09,110695,rhodeskelly@gmail.com,bx_office,cc,127.17,6.5,4.16
603396,3/12/2025 14:27,110695,rhodeskelly@gmail.com,online,cc,214.93,2.99,2.49
603397,12/12/2024 21:10,113856,jamesstevens@thompson.org,web,credit,92.84,13.17,0.23
603398,12/15/2024 9:20,119702,michael68@yahoo.com,phone,credit,167.54,6.82,
603399,3/28/2025 11:23,116923,davisedgar@payne-decker.com,phone,credit,152.03,,10.12
603400,4/28/2025 6:48,104982,rsmith@wright.com,ONLINE,credit,222.62,12.03,
603401,1/21/2025 11:05,107535,thaley@bray.com,call_center,cc,178.63,4.53,10.52
603402,3/15/2025 12:07,107535,thaley@bray.com,onlne,apple_pay,202.39,9.98,6.31
603403,12/17/2024 14:58,107535,THALEY@BRAY.COM,bx_office,cc,155.95,1.57,7.38
603404,10/18/2024 4:52,119829,danielle91@yahoo.com,online,google_pay,71.34,14.37,
603405,12/17/2024 10:27,119829,danielle91@yahoo.com,online,credit,112.21,10.32,11.7
603406,10/14/2024 22:47,102816,iflores@yahoo.com,onlne,credit,66.26,10.79,11.91
603407,3/29/2025 3:46,104125,fowlerjennifer@bryant.org,bx_office,gpay,161.39,14.29,1.82
603408,10/21/2024 17:49,115238,TIFFANYBOYD@SUTTON-BEST.COM,online,credit,70.86,5.14,
603409,2/18/2025 23:11,115238,tiffanyboyd@sutton-best.com,online,debit_card,121.05,14.38,9.89
603410,12/27/2024 5:04,101915, maciasmaria@peterson.biz,box_office,debit,48.71,,
603411,3/30/2025 14:12,109674,anthony56@hotmail.com,box_office,cash,177.22,8.67,
603412,3/16/2025 2:35,108922,rodriguezjacqueline@yahoo.com,onlne,credit,204.08,3.42,4.96
603413,12/27/2024 8:41,108922,RODRIGUEZJACQUELINE@YAHOO.COM,box,cash,175.56,2.52,3.81
603414,4/12/2025 22:58,113834,FRUSH@ALLEN-MITCHELL.COM,Phone,debit,226.24,3.99,10.82
603415,2/11/2025 14:38,105202,durhammisty@mckee-walton.info,box_office,credit,240.94,14.56,2.79
603416,10/11/2024 20:33,105202,durhammisty@mckee-walton.info,online,CASH,227.04,12.7,5.28
603417,1/22/2025 13:15,105202,durhammisty@mckee-walton.info,call_center,gpay,142.23,5.33,
603418,10/11/2024 2:24,105202,DURHAMMISTY@MCKEE-WALTON.INFO,call_center,gpay,75.97,14.54,
603419,3/17/2025 4:25,116328,WOODSDAVID@HOTMAIL.COM,phone,credit,182.28,4.74,11.76
603420,11/30/2024 14:00,116457,LSMITH@HOTMAIL.COM,online,credit,144.75,3.43,10.23
603421,10/22/2024 22:13,116457,lsmith@hotmail.com,box,debit,134.12,0.8,5.86
603422,10/1/2024 5:27,110188,emathews@berg.com,online,CASH,91.66,13.9,
603423,12/13/2024 18:15,113229,nevans@robinson-peterson.biz,web_site,credit,78.32,13.04,0.14
603424,11/15/2024 19:57,108352,william14@yahoo.com,Phone,debit,82.31,6.64,10.23
603425,10/21/2024 17:45,108352,william14@yahoo.com,online,credit,31.47,14.35,
603426,1/21/2025 6:25,105749,anna28@hotmail.com,online,credit,61.91,9.59,2.7
603427,4/17/2025 15:41,105749,anna28@hotmail.com,onlne,apple_pay,75.92,13.8,11.44
603428,11/16/2024 5:29,114380,ANDREW09@CASTRO.COM ,onlne,cc,180.64,6.07,
603429,2/11/2025 13:30,114380,ANDREW09@CASTRO.COM ,online,credit,64.72,8.11,
603430,12/2/2024 6:01,114380,ANDREW09@CASTRO.COM ,online,gpay,51.99,7.52,11.51
603431,1/4/2025 20:58,114380,ANDREW09@CASTRO.COM ,ONLINE,cash,39.1,6.43,6.34
603432,4/1/2025 19:00,114380,ANDREW09@CASTRO.COM ,web,credit,89.78,14.4,2.52
603433,4/26/2025 6:14,114380,ANDREW09@CASTRO.COM ,web_site,cash,55.23,7.96,8.67
603434,12/19/2024 8:59,102302,stephanie65@hotmail.com,online,CASH,76.03,10.1,2.56
603435,3/14/2025 12:13,107881,michele99@gmail.com,online,credit,187.55,2.65,0.87
603436,10/21/2024 16:07,117922,orandolph@carlson-evans.com,onlne,credit,130.58,0.37,
603437,4/27/2025 7:35,117922,orandolph@carlson-evans.com,Phone,credit,66.98,7.41,
603438,11/4/2024 4:35,103820,klove@hotmail.com,online,credit,167.05,6.03,0.38
603439,2/10/2025 9:55,103820,KLOVE@HOTMAIL.COM,web_site,credit,156.19,5.71,2.03
603440,10/12/2024 0:41,110097, ryan72@hotmail.com,Phone,cc,132.14,8.78,10.86
603441,11/27/2024 9:42,119818,SAMANTHA31@GMAIL.COM,online,credit,32.36,9.48,6.84
603442,11/11/2024 2:48,119818,samantha31@gmail.com,ONLINE,apple_pay,228.67,,6.55
603443,12/20/2024 21:57,119818,samantha31@gmail.com,box_office,debit_card,199.22,1.41,0.48
603444,10/20/2024 10:59,115507,qmartin@gmail.com,online,credit,103.07,4.58,7.89
603445,2/16/2025 0:07,101307,OSBORNJUAN@JOHNSON-HICKS.COM,phone,google_pay,56.07,,6.96
603446,1/8/2025 18:38,102612,grossphillip@crane.biz,box_office,apple_pay,235.54,10.07,10.44
603447,4/15/2025 22:38,103354, kimberly96@baldwin-gonzalez.com,web_site,credit,33.97,5.36,7.33
603448,4/1/2025 13:54,106016,zlewis@gmail.com,ONLINE,gpay,229.75,13.42,6.06
603449,3/20/2025 5:14,112439,christopherparker@yahoo.com,online,cc,161.35,5.31,11.19
603450,12/19/2024 11:46,112439,christopherparker@yahoo.com,phone,debit_card,62.05,0.5,6.53
603451,12/18/2024 13:54,101432,BRYAN95@TAYLOR.COM,onlne,apple,91.25,9.29,4.08
603452,12/13/2024 19:41,106229,jeanettegentry@yahoo.com,online,cc,208.68,8.77,10.51
603453,4/5/2025 23:45,106229,jeanettegentry@yahoo.com,online,credit,127.81,3.05,2.67
603454,11/30/2024 18:30,103503,wbarker@evans-williams.net ,web,cash,168.36,5.14,
603455,3/30/2025 12:55,110209,HALLJOHN@JACKSON.ORG,box,credit,72.86,,2.07
603456,4/19/2025 20:48,110209,halljohn@jackson.org,box_office,cash,143.63,9.1,10.96
603457,11/24/2024 16:05,110209,halljohn@jackson.org,Phone,credit,166.93,13.58,11.29
603458,3/26/2025 2:57,110209,halljohn@jackson.org,web_site,debit,190.58,11.08,1.1
603459,11/2/2024 1:09,117739,john91@mitchell.com,web_site,debit_card,58.84,,3.55
603460,12/10/2024 10:39,108652,weissadam@hotmail.com,ONLINE,google_pay,198.72,,4.95
603461,3/4/2025 19:05,111490,robertsmith@williams-myers.info ,online,apple_pay,262.33,13.26,7.79
603462,11/27/2024 14:56,111490,robertsmith@williams-myers.info ,web_site,credit,145.08,,0.76
603463,3/28/2025 7:03,111490,robertsmith@williams-myers.info ,box,apple_pay,192.56,4.23,0.56
603464,1/27/2025 0:20,111490,ROBERTSMITH@WILLIAMS-MYERS.INFO ,online,debit_card,62.7,4.92,2.31
603465,2/3/2025 11:20,111490,robertsmith@williams-myers.info ,bx_office,credit,153.47,3.16,
603466,3/5/2025 6:50,111490,robertsmith@williams-myers.info ,online,credit,207.46,9.85,7.2
603467,4/6/2025 15:24,103210,ethan20@ortiz.org,online,credit,55.76,13.47,0.95
603468,4/18/2025 9:49,103210,ethan20@ortiz.org,onlne,cc,174.86,10.6,9.59
603469,11/24/2024 21:46,107822,mcgrathpatricia@green.info,web,apple_pay,107.67,12.8,1.5
603470,11/2/2024 0:46,101465,buchanannathan@pope.com,online,credit,171.13,12.29,1.09
603471,3/31/2025 8:24,100301,SSTEPHENS@YAHOO.COM,web,google_pay,67.63,7.18,8.61
603472,1/9/2025 8:03,114677,donnajones@chapman.biz,phone,cc,226.54,14.11,11.34
603473,12/5/2024 23:53,114677,donnajones@chapman.biz,online,credit,213.49,5.91,1.19
603474,10/15/2024 15:52,114677,donnajones@chapman.biz,web,debit_card,92.37,13.31,10.89
603475,11/5/2024 15:13,114677,donnajones@chapman.biz,box,gpay,60.24,7.98,8.95
603476,11/13/2024 1:04,105266,liumatthew@reynolds-villa.org,ONLINE,cc,260.4,0.95,9.6
603477,3/24/2025 20:27,117939,nlynch@taylor-escobar.info,box_office,credit,177.09,13.08,11.44
603478,3/10/2025 2:05,109246,JAMES71@TAYLOR.NET,phone,cc,94.79,0.93,
603479,10/25/2024 0:48,109246,JAMES71@TAYLOR.NET,online,CASH,238.33,13.35,0.27
603480,4/28/2025 2:44,115043,wrightlawrence@gmail.com,ONLINE,credit,138.26,12.99,9.36
603481,2/6/2025 3:37,107317,richardsoncheyenne@hotmail.com,box,gpay,220.74,,5.35
603482,10/10/2024 13:14,107317,richardsoncheyenne@hotmail.com,ONLINE,gpay,210.99,2.8,11.35
603483,11/29/2024 5:25,110028,MIRANDAJACKSON@TAYLOR.COM,phone,CASH,101.01,3.87,7.98
603484,12/6/2024 6:38,109574,james62@yahoo.com,online,apple_pay,146.43,9.5,8.79
603485,4/19/2025 7:21,115506,frankmora@lambert-stewart.com,box,google_pay,108.17,11.47,
603486,3/22/2025 0:49,109141,AARONBROWN@HARPER.INFO,web,google_pay,213.24,2.25,0.37
603487,12/17/2024 18:38,111298,zwu@gmail.com,online,apple,30.99,7.09,3.19
603488,1/31/2025 21:32,111298,zwu@gmail.com,web,debit,173.52,2.72,6.5
603489,10/5/2024 1:00,119298,rachelhall@gmail.com,onlne,gpay,119.76,3.85,11.8
603490,3/17/2025 5:17,119298,rachelhall@gmail.com,box_office,debit_card,42.15,7.7,2.32
603491,12/11/2024 9:02,107188,RILEY50@HOTMAIL.COM,ONLINE,cc,87.43,3.66,7.93
603492,2/6/2025 22:27,113896,laurie38jones.com ,web,debit_card,103.57,12.83,9.61
603493,3/3/2025 17:32,101866,zrios@gmail.com,online,debit,144.49,9.68,
603494,2/21/2025 21:22,101866,zrios@gmail.com,phone,credit,234.21,0.32,0.08
603495,11/15/2024 6:54,101866,zrios@gmail.com,bx_office,apple_pay,86.97,13.26,8.68
603496,4/22/2025 8:25,118373,HMORGAN@BURNS-JACKSON.INFO,online,credit,189.62,12.44,
603497,11/30/2024 19:56,117657,SOTOJOSEPH@THOMPSON-OLIVER.COM,ONLINE,credit,66.95,5.51,3.49
603498,11/7/2024 9:21,108014,scott05henson.com,online,debit,226.91,7.97,2.87
603499,11/4/2024 23:30,108014,scott05henson.com,box,credit,212.73,6.87,3.15
603500,3/20/2025 2:35,101348, MOOREDAVID@GMAIL.COM,online,cc,211.12,1.96,8.82
603501,12/6/2024 14:19,101348,MOOREDAVID@GMAIL.COM,box_office,apple_pay,67.51,0.2,7.41
603502,12/1/2024 7:13,105433,cmatthews@gmail.com,box_office,cc,171.9,13.35,1.17
603503,3/22/2025 15:43,106803,marshallbianca@smith.com,box_office,gpay,184.75,12.2,3.03
603504,2/11/2025 7:22,116531,zbutler@allison-buck.com,web_site,debit_card,90.36,14.97,9.92
603505,3/7/2025 17:07,104315,SALAZARMARY@MYERS.COM,online,cc,180.14,0.77,8.61
603506,10/11/2024 7:26,109165,belllarry@yahoo.com,online,credit,216.41,5.63,9.03
603507,12/27/2024 13:24,109241,jeffreydavis@wilson.com,online,credit,94.28,7.55,6.59
603508,1/11/2025 12:33,110133,elizabethcummings@yahoo.com,phone,gpay,66.04,1.21,10.41
603509,11/25/2024 21:00,110133,ELIZABETHCUMMINGS@YAHOO.COM,online,credit,252.86,5.03,3.98
603510,10/20/2024 15:39,103590, zwallace@gmail.com,online,cc,238.08,0.9,8.95
603511,10/9/2024 16:05,103590, zwallace@gmail.com,online,credit,227.49,11.26,10.7
603512,10/10/2024 7:18,118146,christensenlarryyahoo.com,box_office,cash,194.42,8.89,10.67
603513,1/21/2025 6:06,104603,tparker@carter.com,box_office,cc,93.34,5.83,0.18
603514,10/3/2024 5:35,109172,CRICE@GMAIL.COM,online,credit,181.17,8.83,8.58
